Date,Market,Purity,USD,EUR,GBP,INR,AED,CNY
2018-09,Dubai,24K,1281.17,1084.43,959.09,87524.21,4705.83,8463.48
1985-07,Chennai,24K,316.15,392.66,245.39,3873.32,1157.99,923.29
2018-01,Mumbai,18K,924.6,782.62,692.17,63165.1,3396.14,6107.98
2012-09,London,24K,1692.31,,1067.7,90323.52,6215.85,10676.68
1994-10,Dubai,22K,348.59,289.8,227.59,10936.38,1267.19,3000.26
2005-11,Kolkata,22K,400.8,323.15,220.8,17674.29,1472.08,3282.06
2016-02,New York,24K,1248.39,1127.28,,83859.57,4585.32,8290.03
2015-11,Delhi,18K,862.95,777.58,564.59,55305.62,3169.6,5419.54
1993-05,Dubai,18K,274.41,229.8,182.81,8544.27,1008.25,1584.15
1994-09,Delhi,24K,376.32,312.85,245.69,11806.29,1367.99,3238.91
2018-08,Delhi,18K,953.61,807.17,713.88,65146.82,3502.68,6299.61
1978-03,Dubai,18K,143.75,92.69,74.8,1844.35,864.94,688.61
1987-06,Mumbai,18K,335.7,275.4,205.0,4334.84,1234.96,1248.56
1992-08,London,22K,311.39,229.39,177.04,8724.79,1143.39,1722.35
1998-08,London,22K,272.17,244.58,164.23,11228.28,999.65,2253.25
2004-11,Mumbai,18K,315.79,254.04,172.4,14296.47,1159.88,2613.71
1984-04,Mumbai,18K,272.03,321.13,203.44,3066.95,998.83,698.68
2015-09,New York,18K,877.83,790.99,574.33,56259.68,3224.27,5513.03
1994-08,Chennai,18K,284.49,236.5,185.73,8925.1,1034.15,2448.49
2006-08,Mumbai,18K,449.91,358.12,244.18,20386.6,1652.48,3586.7
2005-05,Delhi,22K,413.08,333.05,227.57,18215.76,1517.18,3382.6
1992-11,Delhi,18K,262.27,193.2,149.11,7348.41,963.01,1450.64
1992-02,Kolkata,24K,351.75,259.11,199.98,9855.38,1291.55,1945.54
1981-02,London,24K,459.02,360.72,226.9,3964.58,1690.15,926.16
2012-08,Delhi,22K,1526.52,1187.86,963.1,81474.87,5606.91,9630.72
2006-05,Dubai,18K,451.48,359.37,245.03,20457.84,1658.26,3599.23
1988-04,Delhi,18K,328.17,264.52,184.52,4536.86,1204.92,1221.56
2004-06,Delhi,18K,308.49,248.17,168.41,13965.94,1133.07,2553.28
1998-03,London,18K,,195.14,131.04,8958.63,797.59,1797.78
1993-03,Dubai,18K,280.16,234.62,186.64,8723.27,1029.37,1617.34
2012-01,Dubai,22K,1514.93,1178.84,955.79,80856.14,5564.33,9557.59
2017-06,Kolkata,24K,1263.52,1119.7,981.0,82278.18,4640.83,8537.77
1996-04,Delhi,24K,381.23,295.73,244.63,13486.29,1400.16,3169.66
1999-02,London,22K,253.8,238.17,156.8,10927.75,932.21,2101.06
1987-02,Chennai,22K,411.51,337.59,251.29,5313.67,,1530.49
2012-09,Mumbai,22K,1534.06,1193.73,967.86,81877.26,5634.6,9678.29
2020-09,Dubai,22K,1578.08,1381.41,1229.75,117001.32,5796.52,10884.59
1983-02,Delhi,24K,421.77,437.93,278.0,4251.37,1550.51,922.51
1991-09,London,24K,357.89,275.05,203.03,8126.59,1313.56,1904.17
1981-03,Mumbai,18K,343.56,269.98,169.83,2967.32,1265.0,693.19
1997-07,London,24K,330.6,291.87,201.95,11980.93,1214.17,2740.69
1986-12,New York,22K,338.31,323.13,230.96,4253.63,1243.35,1170.2
2004-04,Kolkata,18K,318.15,,173.69,14403.39,1168.56,2633.25
1999-04,Delhi,22K,256.23,240.44,158.3,11032.27,,2121.16
2019-03,Mumbai,18K,1069.41,,839.28,75339.34,3928.05,7398.32
1996-04,London,22K,352.48,273.43,226.19,12469.46,1294.59,2930.68
1996-05,New York,24K,399.26,309.72,256.21,14124.43,1466.41,3319.65
1979-06,Chennai,22K,,166.78,128.96,2236.77,1048.98,835.12
1996-03,Delhi,18K,287.6,223.1,184.55,10174.12,1056.29,2391.21
2020-06,New York,24K,1751.89,1533.55,1365.19,129887.41,6434.93,12083.38
2017-07,Dubai,22K,1155.59,1024.06,897.21,75250.22,4244.42,7808.5
2007-11,Kolkata,18K,526.25,383.54,262.6,21711.06,1932.49,3999.24
2016-04,Dubai,24K,1260.06,1137.81,934.21,84643.35,4628.18,8367.51
1987-09,Mumbai,22K,411.22,337.35,251.12,5309.97,1512.77,1529.43
2012-08,Kolkata,18K,1257.32,978.38,793.26,67106.82,4618.13,
1994-08,Mumbai,24K,384.45,319.61,251.0,12061.13,1397.52,3308.82
1981-04,London,18K,346.11,271.99,171.09,2989.4,1274.42,698.35
2012-07,Kolkata,24K,1636.65,1273.56,1032.59,87353.21,6011.44,10325.57
1988-02,New York,24K,447.84,360.98,251.8,6191.16,1644.28,1666.98
2019-03,Mumbai,18K,1069.41,,839.28,75339.34,3928.05,7398.32
2009-07,Dubai,22K,891.82,639.29,569.74,43108.87,3275.58,6092.02
1985-12,Dubai,24K,319.79,397.19,248.22,3917.93,1171.33,933.93
2000-06,Mumbai,24K,274.02,297.23,180.99,12303.96,1006.46,2268.45
2003-03,Kolkata,24K,374.03,330.7,228.76,17403.27,1373.8,3095.88
1980-12,London,24K,611.33,376.25,262.44,4806.86,2266.63,921.87
2006-07,Kolkata,22K,550.58,438.25,298.81,24948.27,2022.24,4389.25
1991-07,Kolkata,18K,278.01,213.66,157.71,6312.77,1020.38,1479.17
2009-09,Kolkata,22K,876.79,628.52,560.14,42382.37,3220.38,5989.36
1994-02,Dubai,24K,381.72,317.34,249.21,11975.46,1387.59,3285.32
1978-04,Kolkata,18K,151.5,97.69,78.83,1943.77,911.57,725.73
2016-11,Chennai,22K,1166.3,1053.15,864.69,78345.18,4283.8,7744.9
2006-08,Mumbai,18K,449.91,358.12,244.18,20386.6,1652.48,3586.7
2000-11,Dubai,24K,277.61,301.13,183.36,12465.44,1019.66,2298.22
1979-03,Chennai,24K,309.97,188.27,145.57,2524.98,1184.14,942.73
1979-09,New York,24K,302.16,183.53,141.91,,,918.99
2002-08,Dubai,22K,276.47,292.8,184.03,13428.79,1015.46,2288.3
2014-04,London,22K,1165.94,877.24,707.21,71118.07,4282.52,7183.27
1980-07,London,18K,454.15,279.51,194.97,3570.96,1683.86,684.85
2017-04,Delhi,22K,1131.53,1002.74,878.53,73683.69,4156.06,7645.94
1994-05,Dubai,22K,351.8,292.47,229.69,11037.06,1278.86,3027.88
2012-07,Kolkata,22K,,1173.7,951.62,80503.6,5540.06,9515.91
2009-01,Dubai,22K,881.5,631.9,563.15,42610.18,3237.69,6021.55
2004-05,Delhi,18K,308.13,247.88,168.21,13949.5,1131.73,2550.27
1997-01,Kolkata,24K,340.47,300.58,207.98,12338.7,1250.43,2822.53
1990-05,Delhi,24K,383.89,283.19,216.14,6703.31,1408.99,1828.67
1992-02,Chennai,18K,253.99,187.1,144.4,7116.4,932.61,1404.84
2004-05,Delhi,24K,408.85,328.9,223.2,18509.35,1501.68,3383.91
1994-07,Chennai,22K,350.36,291.27,228.74,10991.71,1273.61,3015.44
2015-11,London,22K,1073.3,967.12,702.22,68787.1,3942.23,6740.62
1998-03,Dubai,18K,223.11,200.5,134.63,9204.55,819.48,1847.13
2003-09,Chennai,18K,276.79,244.72,169.29,12878.71,1016.63,2291.0
1989-06,Dubai,22K,346.94,296.53,212.04,5601.66,1275.26,1306.69
2007-07,Delhi,18K,520.73,379.52,259.85,21483.3,1912.22,3957.28
2018-05,Dubai,18K,970.46,821.43,726.5,66297.97,3564.58,6410.93
1986-04,Chennai,22K,340.56,325.28,232.49,4281.94,1251.63,1177.99
2013-02,New York,22K,1304.32,983.18,835.34,76007.86,4790.74,8025.97
2008-07,Delhi,22K,792.22,538.95,428.47,34313.88,2909.73,5509.72
1980-10,New York,22K,565.04,347.76,242.57,4442.88,2095.0,852.07
2011-04,Mumbai,18K,1164.74,837.45,726.9,54459.65,4278.05,7521.57
2005-05,London,18K,342.54,276.17,188.71,,1258.09,2804.97
1978-09,New York,22K,180.07,116.11,93.7,2310.35,1083.48,862.59
1995-04,Mumbai,24K,378.39,287.63,239.76,12255.98,1389.78,3159.68
1981-09,Kolkata,22K,416.89,327.61,206.08,3600.73,1535.04,841.16
1994-10,Kolkata,24K,385.2,320.23,251.49,12084.66,1400.25,3315.28
1980-08,Kolkata,24K,633.11,389.65,271.79,4978.08,2347.37,954.71
2010-01,London,18K,915.27,691.53,592.29,41840.82,,6191.26
1979-03,Delhi,22K,279.3,169.64,131.17,2275.15,1066.97,849.45
2017-10,New York,18K,940.22,833.2,729.99,61225.61,3453.38,6353.2
2017-05,Kolkata,18K,940.5,833.45,730.21,61244.17,3454.42,6355.13
2018-11,London,22K,1150.51,973.83,861.28,78598.33,4225.92,7600.36
1980-09,Kolkata,22K,577.11,355.19,247.75,4537.79,2139.75,870.27
2007-06,Delhi,18K,,385.65,264.05,21830.62,1943.14,4021.26
2015-12,Delhi,22K,1078.32,971.65,705.5,69108.85,3960.67,6772.15
2007-02,Dubai,24K,699.42,509.75,349.02,28855.22,2568.39,
2016-01,Mumbai,24K,1262.68,,936.15,84819.77,4637.82,8384.95
2021-11,London,18K,1339.06,1132.1,973.45,98994.28,4918.56,8636.59
1978-06,New York,18K,141.4,91.18,73.57,1814.17,850.79,677.34
2006-09,Chennai,24K,597.29,475.43,324.17,27064.78,2193.8,
2016-10,Chennai,18K,959.53,866.44,711.4,64455.78,3524.35,6371.85
2009-03,Kolkata,22K,883.01,632.98,564.11,42682.91,3243.21,6031.83
2012-10,Delhi,22K,1551.62,1207.39,978.94,82814.78,5699.11,9789.11
2011-03,Dubai,18K,1187.5,853.81,741.1,55523.55,4361.63,7668.51
2008-08,New York,24K,855.86,,462.89,37070.31,3143.47,5952.32
1989-03,Delhi,18K,290.36,248.18,177.46,4688.2,1067.31,1093.61
2012-01,Chennai,22K,1485.8,1156.18,937.41,79301.67,5457.35,9373.84
2016-12,Delhi,24K,1253.52,1131.91,929.36,84204.11,4604.16,8324.09
1983-06,Chennai,18K,313.02,325.02,,3155.23,1150.74,684.66
2021-03,London,24K,1807.74,1528.34,1314.17,133642.71,6640.08,11659.44
2008-07,New York,24K,851.12,579.02,460.32,36865.11,,5919.37
1993-01,Chennai,18K,265.1,222.01,176.61,,974.04,1530.41
2006-11,New York,22K,540.28,430.06,293.23,24481.74,1984.42,4307.17
1984-04,Mumbai,24K,,432.92,274.25,4134.51,1346.51,941.89
2015-03,Chennai,18K,871.08,784.91,569.92,55827.0,3199.48,5470.63
1985-10,London,18K,238.04,295.65,184.77,2916.38,871.9,695.18
1999-04,Dubai,24K,272.36,255.58,168.26,11726.76,1000.37,2254.69
2011-12,Delhi,24K,1583.47,1138.51,988.21,74037.69,5816.0,10225.55
2003-11,Chennai,22K,321.78,284.5,196.81,14972.1,1181.88,2663.4
2011-09,New York,24K,1574.61,1132.15,982.69,73623.77,5783.48,10168.38
1991-07,Dubai,24K,359.13,276.0,203.73,8154.62,1318.09,1910.74
2002-11,Dubai,18K,230.24,243.84,153.26,11183.33,845.66,1905.66
1981-11,Kolkata,18K,351.11,275.91,173.56,3032.52,1292.8,708.43
2015-02,Dubai,18K,854.76,770.2,559.23,54780.8,3139.52,5368.11
1992-09,Kolkata,22K,304.99,224.67,173.4,8545.32,1119.87,
2008-07,Delhi,18K,667.34,453.99,360.93,28904.85,2451.06,4641.21
1998-02,Dubai,22K,271.98,244.41,164.12,11220.36,998.95,2251.66
1994-08,Kolkata,22K,353.1,293.55,230.53,11077.85,1283.59,3039.07
1983-08,Kolkata,22K,382.55,397.2,252.15,3856.0,1406.31,836.72
1987-11,Dubai,18K,329.67,270.46,201.32,4256.99,1212.78,1226.14
2016-04,London,24K,1243.77,1123.11,922.13,83549.51,4568.37,8259.38
1998-12,Chennai,18K,220.85,198.46,,9111.11,811.16,1828.38
2012-08,Delhi,22K,1526.52,1187.86,963.1,81474.87,5606.91,9630.72
2017-11,Kolkata,24K,1230.62,1090.55,955.46,80136.31,4520.02,8315.51
1998-10,Kolkata,24K,299.58,269.22,180.77,12359.13,1100.33,2480.18
1989-07,Chennai,22K,359.59,307.35,219.77,5805.96,1321.78,1354.35
2002-02,London,22K,284.56,301.37,189.42,13821.97,1045.19,2355.29
2001-06,London,18K,201.16,224.78,139.72,9491.27,738.84,1664.98
2013-01,London,22K,1304.32,983.18,,76007.99,4790.75,8025.98
1987-06,New York,24K,451.03,370.01,275.43,5824.06,1659.23,1677.5
1978-09,New York,18K,147.85,95.34,76.93,1896.93,,708.24
1993-07,Chennai,18K,270.15,226.23,179.97,8411.45,992.57,1559.52
2016-10,London,22K,1140.9,1030.22,845.86,76639.2,4190.52,7576.25
1988-10,New York,22K,404.65,,227.52,5594.15,1485.72,1506.24
1983-06,Mumbai,22K,385.51,400.29,254.11,3885.92,1417.22,843.21
2017-11,London,22K,1155.03,1023.57,896.77,75213.95,4242.37,7804.73
2021-05,New York,22K,1596.02,1349.35,1160.26,117990.94,5862.42,10293.93
2021-06,Chennai,18K,1383.44,1169.62,1005.72,102275.06,5081.57,8922.82
1989-01,Dubai,22K,347.88,297.34,212.62,5616.89,1278.73,1310.25
1985-06,Kolkata,22K,291.14,361.6,225.98,3566.91,1066.38,850.25
2008-02,Mumbai,24K,867.77,590.34,469.33,37586.22,3187.22,6035.16
2021-02,London,24K,1803.19,1524.49,1310.86,133306.4,6623.37,11630.1
2010-08,New York,22K,1134.78,857.38,734.33,51875.37,4167.9,7676.1
1992-02,Delhi,18K,259.32,191.03,147.43,7265.86,952.19,1434.35
2010-04,New York,22K,1112.97,840.91,720.22,50878.71,4087.83,7528.62
1989-05,Dubai,18K,284.73,243.36,174.02,,1046.61,1072.41
2011-06,Dubai,22K,1440.97,1036.06,899.28,67375.06,5292.62,9305.36
2005-12,New York,22K,410.8,331.21,226.31,18115.35,1508.81,3363.96
2018-07,London,24K,1281.68,1084.86,959.48,87559.23,4707.71,8466.86
1980-07,New York,24K,625.42,384.92,,4917.65,2318.87,943.12
2016-12,New York,24K,1239.12,1118.91,918.68,83237.13,4551.29,8228.5
2017-08,Chennai,24K,1273.77,1128.79,988.97,82946.19,4678.5,8607.09
1998-10,London,22K,266.35,239.35,160.72,10988.29,978.29,2205.09
1988-11,Dubai,22K,405.8,,228.16,5609.94,1489.91,1510.49
1998-03,Delhi,18K,218.39,196.26,131.78,9009.83,802.15,1808.06
1987-10,Kolkata,24K,443.32,363.69,270.72,5724.47,1630.85,1648.81
2006-11,London,22K,546.47,434.99,296.59,24762.31,2007.16,4356.54
1980-01,Kolkata,18K,469.78,289.13,201.67,3693.82,1741.79,708.41
1994-03,Dubai,22K,,282.88,222.16,10675.25,1236.94,2928.62
1983-06,Delhi,22K,,389.78,247.43,3783.9,1380.02,821.07
1987-11,Chennai,24K,447.65,,273.37,5780.41,1646.79,1664.93
2011-01,Chennai,18K,1186.17,852.86,740.27,55461.43,4356.75,7659.93
2010-09,Mumbai,24K,1237.14,934.72,800.57,56554.64,4543.86,8368.5
2016-10,Dubai,24K,1241.38,1120.95,920.36,83388.88,4559.58,8243.5
1996-06,New York,22K,355.89,276.07,228.38,,1307.1,2959.01
1986-03,Kolkata,22K,328.36,313.63,224.17,4128.59,1206.8,1135.8
1983-12,Kolkata,22K,394.81,409.94,260.24,3979.67,1451.42,863.55
2007-11,London,22K,615.21,,306.99,25381.16,2259.17,4675.28
2021-02,Dubai,22K,1706.59,1442.82,1240.63,126164.83,6268.54,11007.04
2013-12,Dubai,24K,1402.52,1057.21,898.24,81730.78,5151.46,8630.27
2015-04,Dubai,18K,869.54,783.52,568.91,55728.06,3193.81,5460.93
1981-04,Delhi,22K,414.74,325.92,205.01,3582.13,1527.11,
2020-12,Mumbai,24K,1762.51,1542.85,1373.47,130675.18,6473.95,12156.66
1981-07,Dubai,18K,335.6,263.73,165.89,2898.57,1235.7,677.13
2013-03,Delhi,18K,1049.91,791.41,672.41,61182.56,3856.31,6460.5
2000-09,Delhi,22K,256.52,278.25,169.43,11518.32,942.19,2123.6
1994-11,Delhi,18K,289.58,240.74,189.06,9084.82,1052.66,2492.31
2007-02,Delhi,24K,697.44,508.31,348.03,,2561.12,5300.17
1990-03,Mumbai,22K,353.4,260.7,198.98,6170.95,1297.09,1683.44
1992-06,Dubai,18K,256.93,189.27,146.08,7198.9,943.42,1421.13
1986-08,Kolkata,24K,374.28,357.49,255.52,4705.95,1375.57,1294.64
1983-06,Mumbai,22K,392.13,407.16,258.47,3952.65,1441.56,857.69
2013-12,Kolkata,24K,1363.67,1027.92,873.35,79466.44,5008.73,8391.17
1978-02,Kolkata,24K,194.38,125.34,101.15,2494.01,1169.61,931.17
1988-12,London,22K,401.58,323.69,225.79,5551.7,1474.45,1494.81
2019-07,Dubai,22K,1265.4,1131.17,993.1,89147.06,4647.95,8754.24
1983-12,Mumbai,24K,419.85,435.94,276.74,4232.03,1543.46,918.31
1996-02,Dubai,22K,353.91,274.54,227.1,12519.93,1299.83,2942.54
1991-06,Chennai,18K,269.63,207.22,152.96,6122.38,989.6,1434.56
2005-02,Dubai,24K,451.96,364.39,248.99,19930.37,1659.99,3701.0
2021-09,Dubai,22K,1644.61,1390.42,1195.58,121582.86,6040.88,10607.3
2016-09,Chennai,24K,1256.09,1134.23,931.27,84377.2,4613.62,8341.2
2009-07,Chennai,22K,893.75,640.67,570.97,43201.98,3282.65,6105.18
2009-12,Delhi,18K,720.19,516.26,460.1,34812.78,2645.21,4919.64
1998-04,New York,24K,288.83,259.55,174.28,11915.49,1060.84,2391.15
2020-05,New York,22K,1571.45,1375.6,1224.58,116509.73,5772.16,10838.86
2003-09,Dubai,22K,336.89,297.86,206.05,15675.01,1237.37,2788.44
1982-01,Delhi,24K,380.12,350.04,218.3,3599.26,1396.43,938.54
2018-04,Mumbai,22K,1126.69,953.67,843.45,76971.05,4138.43,7443.0
1998-02,Dubai,22K,267.5,240.39,161.42,11035.7,982.51,2214.6
2019-05,Delhi,24K,1396.55,1248.41,1096.03,98386.66,5129.69,9661.57
1988-10,New York,22K,397.42,320.34,223.45,5494.17,1459.17,1479.32
2014-05,Chennai,22K,1174.49,883.67,712.4,71639.64,4313.92,7235.96
1994-03,Kolkata,22K,357.69,297.36,233.53,11221.8,1300.27,3078.56
2001-03,London,24K,270.54,302.3,187.91,12764.7,993.66,2239.22
1982-08,Delhi,22K,353.53,325.55,203.03,3347.47,1298.75,872.89
2011-03,Dubai,22K,1453.51,1045.07,907.11,67961.23,5338.66,9386.31
1984-03,Chennai,22K,328.42,387.7,245.61,3702.73,1205.89,843.52
1992-04,Dubai,24K,343.63,,195.36,9627.89,1261.74,1900.63
2014-04,Chennai,22K,1152.4,867.05,699.0,70291.93,4232.77,7099.83
2004-10,Delhi,24K,410.42,330.17,224.06,,1507.46,3396.93
1982-06,Delhi,24K,376.84,347.02,216.42,3568.23,1384.4,930.45
1982-03,New York,22K,340.9,313.92,195.78,3227.91,1252.36,841.71
2005-09,Dubai,22K,403.19,325.07,222.12,17779.76,1480.86,3301.64
2000-10,Chennai,18K,212.07,230.03,,9522.25,778.91,1755.59
2001-07,London,24K,271.39,303.25,,12804.78,996.78,2246.25
2002-01,New York,18K,241.47,255.73,160.73,11728.83,886.91,1998.62
1990-01,London,24K,379.93,280.27,213.92,6634.21,1394.46,1809.81
2000-03,Chennai,22K,253.06,274.5,167.14,11362.97,,2094.96
2017-06,Chennai,18K,930.16,824.29,722.18,60570.5,3416.42,6285.22
2005-09,Delhi,24K,437.39,352.65,240.96,19287.73,1606.46,3581.67
2017-03,New York,18K,965.18,855.32,749.37,62851.11,3545.06,6521.88
1989-10,Chennai,24K,391.35,334.49,239.18,6318.76,1438.52,1473.97
1990-01,Delhi,24K,374.39,276.18,210.8,6537.44,1374.12,1783.41
2010-11,London,24K,1253.56,947.13,811.2,57305.4,4604.18,8479.59
1993-11,New York,24K,355.73,297.9,236.99,,1307.01,2053.57
2020-10,Kolkata,24K,1740.07,1523.21,1355.98,129011.61,6391.54,12001.9
1984-07,New York,22K,331.33,391.15,247.79,3735.61,1216.6,851.01
1997-07,Kolkata,18K,249.27,220.07,152.28,,915.5,2066.52
2014-02,Chennai,24K,1238.02,931.48,750.94,75514.84,4547.28,7627.37
2013-11,London,18K,1037.18,781.82,664.26,60440.86,3809.56,6382.18
2014-01,Chennai,22K,1166.03,877.31,707.27,71123.8,4282.86,7183.85
2001-10,London,22K,,283.1,175.98,11954.02,930.55,2097.01
2007-08,Kolkata,22K,627.65,457.44,313.2,25894.23,2304.84,4769.79
1983-03,Delhi,18K,319.87,332.12,210.84,3224.2,1175.89,699.62
1984-09,Kolkata,22K,328.94,388.32,246.0,3708.64,1207.82,844.87
1991-06,Chennai,22K,330.33,253.87,187.39,7500.68,1212.39,1757.51
2007-01,Dubai,24K,707.17,515.39,352.88,29174.77,2596.84,5374.07
1997-06,Chennai,22K,294.13,259.67,179.68,10659.33,1080.24,2438.37
2007-12,Chennai,18K,520.22,379.15,259.59,21462.24,1910.35,3953.4
2002-06,Kolkata,24K,305.97,324.04,203.66,14861.61,1123.8,2532.45
2014-01,Kolkata,24K,1292.33,972.34,783.88,78827.5,4746.76,7961.96
1982-01,Kolkata,24K,370.98,341.62,213.05,3512.74,1362.87,915.98
2011-10,Kolkata,22K,1446.77,1040.23,902.9,67646.31,5313.92,9342.82
1996-02,Kolkata,24K,393.31,305.11,252.39,13913.94,1444.56,3270.18
2002-11,Dubai,24K,308.32,326.53,205.23,14975.69,1132.43,2551.89
1987-10,London,22K,408.56,335.17,249.5,5275.67,1502.99,1519.55
1996-05,Dubai,22K,357.17,277.07,229.2,12635.31,1311.81,2969.66
2003-11,Chennai,22K,321.78,284.5,196.81,14972.1,1181.88,2663.4
1985-12,London,24K,322.62,400.69,250.41,3952.54,1181.68,942.18
1984-12,Mumbai,18K,267.61,315.92,200.14,3017.16,982.62,687.34
2010-11,Delhi,22K,1090.07,823.61,705.4,49831.77,4003.71,7373.7
2004-04,Delhi,18K,307.28,247.19,167.75,13910.93,1128.61,2543.22
1984-05,Delhi,22K,322.73,380.99,241.36,3638.6,1185.01,828.91
1987-11,Delhi,24K,442.85,363.3,270.43,5718.38,1629.12,
1989-09,Chennai,22K,350.09,299.23,,5652.59,1286.86,1318.57
2018-09,Dubai,22K,1169.6,989.99,875.57,79902.29,4296.03,7726.45
1992-09,New York,22K,320.85,236.36,182.42,8989.83,1178.12,1774.67
1981-07,Dubai,18K,335.6,263.73,165.89,2898.57,1235.7,677.13
1989-03,Dubai,22K,354.76,303.22,216.82,5727.99,1304.02,1336.16
