price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus
3885000,3466,4,1,1,yes,no,yes,yes,no,3,no,furnished
3871000,6292,4,3,1,yes,no,no,no,no,1,no,unfurnished
3866000,4432,4,1,3,yes,yes,no,no,no,1,no,unfurnished
3864000,4440,4,1,2,yes,no,yes,no,no,1,yes,unfurnished
3864000,5231,4,1,3,yes,no,no,no,no,1,no,semi-furnished
3862000,3732,5,1,2,yes,yes,no,no,yes,2,no,unfurnished
3859000,4461,4,3,3,yes,no,no,no,no,0,no,furnished
3855000,7242,2,1,1,yes,no,no,no,no,0,no,furnished
3855000,5044,6,1,1,yes,no,no,no,yes,0,no,unfurnished
3852000,2317,5,1,2,yes,yes,yes,no,no,0,no,semi-furnished
3845000,2349,4,1,2,yes,no,yes,no,yes,1,no,semi-furnished
3841000,3755,3,1,4,yes,no,no,no,yes,0,no,furnished
3838000,4701,6,1,2,yes,no,no,no,no,2,no,unfurnished
3835000,4353,3,1,3,yes,yes,no,no,yes,1,no,furnished
3832000,2678,3,1,2,yes,yes,no,no,yes,2,no,furnished
3829000,5004,4,2,1,no,yes,yes,no,no,3,yes,unfurnished
3828000,2709,3,1,3,yes,no,yes,no,yes,0,no,furnished
3827000,6076,4,3,1,yes,yes,no,no,no,0,no,semi-furnished
3821000,3328,4,1,2,yes,no,yes,no,no,1,no,semi-furnished
3817000,3697,3,2,2,yes,no,no,no,yes,0,yes,furnished
3812000,5286,2,2,1,yes,no,no,no,yes,0,yes,unfurnished
3811000,4488,3,2,4,no,yes,no,no,yes,1,no,semi-furnished
3805000,3677,6,2,1,no,no,no,no,no,1,yes,semi-furnished
3780000,4207,4,2,2,yes,yes,no,no,no,2,no,semi-furnished
3776000,4820,5,1,2,yes,yes,no,no,yes,2,no,unfurnished
3772000,6822,3,1,3,yes,no,yes,no,no,0,no,semi-furnished
3766000,6205,4,1,1,yes,no,no,no,yes,0,no,semi-furnished
3763000,4626,4,1,2,yes,no,no,no,yes,2,no,furnished
3762000,4977,3,2,2,yes,no,no,no,no,1,no,unfurnished
3762000,3283,3,2,4,yes,yes,yes,no,yes,0,no,semi-furnished
3761000,7545,2,2,2,yes,no,no,no,no,1,no,unfurnished
3760000,2917,3,3,3,yes,no,no,no,no,3,no,semi-furnished
3753000,4394,2,3,2,yes,no,yes,no,yes,2,no,unfurnished
3740000,7915,3,2,1,yes,no,no,no,no,1,no,semi-furnished
3738000,5796,2,1,2,no,yes,no,no,yes,1,no,furnished
3727000,2834,4,1,4,yes,yes,no,no,yes,1,no,furnished
3726000,2256,4,1,3,yes,yes,yes,no,no,3,yes,unfurnished
3725000,5136,1,1,4,yes,no,no,no,no,1,no,semi-furnished
3724000,3015,3,3,2,yes,yes,no,no,yes,2,no,furnished
3714000,6926,4,1,1,yes,no,no,no,no,1,no,furnished
3687000,2834,4,1,2,no,no,no,no,no,3,no,furnished
3682000,5493,3,1,1,yes,yes,no,no,no,1,no,unfurnished
3677000,6385,2,1,1,yes,no,no,no,no,3,no,unfurnished
3677000,3231,2,2,1,yes,yes,no,no,yes,0,no,furnished
3669000,5086,2,1,1,yes,yes,yes,no,no,2,no,unfurnished
3665000,2187,4,1,4,yes,yes,no,no,yes,3,no,unfurnished
3660000,4807,3,2,1,yes,yes,no,no,yes,2,no,unfurnished
3660000,7043,3,1,1,yes,no,yes,no,no,1,no,unfurnished
3659000,5932,2,1,2,no,no,yes,no,yes,3,no,unfurnished
3659000,2719,4,1,2,yes,no,no,no,yes,2,yes,unfurnished
3651000,4802,3,2,2,yes,no,no,no,yes,2,no,semi-furnished
3641000,3699,6,1,1,yes,no,yes,no,no,0,yes,furnished
3639000,4388,2,4,1,yes,yes,no,no,no,0,no,semi-furnished
3636000,5720,2,1,1,yes,no,no,no,no,1,no,furnished
3634000,3648,2,1,1,yes,no,yes,no,no,0,no,furnished
3633000,5136,2,1,3,yes,yes,yes,no,no,0,no,unfurnished
3629000,3452,3,1,2,yes,no,yes,no,yes,0,no,unfurnished
3624000,3545,6,2,2,yes,no,no,yes,yes,2,no,semi-furnished
3616000,3298,4,1,1,yes,yes,no,yes,no,0,yes,unfurnished
3605000,3343,3,2,3,yes,no,yes,no,no,0,yes,unfurnished
3605000,6713,2,1,2,no,no,no,no,no,1,no,furnished
3603000,5234,3,1,2,yes,no,no,yes,yes,1,no,unfurnished
3600000,4611,2,1,1,yes,yes,no,no,yes,1,no,semi-furnished
3596000,6102,2,1,1,yes,no,no,no,yes,2,no,semi-furnished
3584000,4139,2,2,4,yes,no,yes,no,yes,0,no,semi-furnished
3573000,4499,2,1,3,yes,no,no,no,yes,3,no,furnished
3569000,6630,2,1,2,yes,no,no,no,yes,0,no,semi-furnished
3567000,2045,3,1,2,yes,no,yes,no,yes,1,no,furnished
3561000,5650,2,1,2,yes,no,no,no,yes,0,no,unfurnished
3550000,3791,4,3,3,yes,yes,no,no,no,0,no,unfurnished
3540000,2434,3,2,1,yes,no,no,yes,yes,0,no,semi-furnished
3540000,7504,2,2,2,yes,no,no,no,no,1,no,unfurnished
3528000,3503,3,2,1,no,no,no,no,yes,0,no,unfurnished
3520000,5096,3,2,1,yes,no,yes,no,no,2,no,unfurnished
3515000,3003,5,2,3,yes,no,no,yes,no,0,no,semi-furnished
3512000,3221,2,1,1,yes,yes,no,no,yes,3,yes,unfurnished
3507000,4208,2,1,2,yes,yes,no,no,no,0,yes,unfurnished
3498000,5070,1,1,4,yes,no,no,no,no,1,no,furnished
3490000,4383,3,1,3,yes,no,no,no,no,1,no,furnished
3487000,2841,2,1,2,yes,no,no,no,yes,1,no,semi-furnished
3475000,4722,2,1,3,yes,no,no,no,no,0,yes,semi-furnished
3469000,5593,2,1,2,yes,yes,no,no,yes,1,no,semi-furnished
3467000,2309,3,1,4,yes,no,yes,no,yes,1,no,unfurnished
3462000,5650,3,1,3,yes,no,yes,no,no,1,no,unfurnished
3460000,5413,2,1,2,yes,no,yes,no,no,1,no,unfurnished
3459000,5322,1,1,2,yes,yes,yes,no,no,1,yes,unfurnished
3451000,2710,1,1,4,yes,no,no,no,no,1,no,furnished
3449000,2152,2,1,2,yes,no,no,yes,yes,2,no,furnished
3448000,2503,3,3,2,yes,no,no,no,no,3,no,semi-furnished
3429000,3793,3,1,3,yes,yes,no,no,no,2,no,unfurnished
3422000,2974,2,2,4,yes,no,yes,no,no,0,no,furnished
3422000,2504,3,1,4,yes,yes,yes,no,no,1,no,furnished
3417000,2868,2,1,3,yes,no,yes,no,no,0,no,unfurnished
3407000,2864,4,2,2,yes,no,no,no,yes,0,no,semi-furnished
3406000,6286,3,1,1,yes,yes,no,no,no,0,no,semi-furnished
3404000,1654,4,1,2,yes,no,yes,no,no,2,yes,furnished
3396000,1856,2,1,3,no,no,no,no,no,1,yes,semi-furnished
3396000,3850,6,1,1,yes,no,yes,no,no,2,yes,unfurnished
3387000,3549,3,2,1,yes,yes,no,no,no,1,no,semi-furnished
3387000,3335,3,2,1,yes,yes,no,no,yes,0,yes,semi-furnished
3384000,2941,1,1,3,yes,yes,no,no,yes,2,yes,semi-furnished
3382000,3313,4,1,4,yes,no,yes,no,yes,0,yes,unfurnished
3377000,2348,2,1,3,yes,no,no,no,no,0,yes,semi-furnished
3370000,2219,1,1,2,yes,yes,yes,no,no,3,yes,semi-furnished
3357000,4035,4,1,2,yes,no,yes,no,no,1,no,semi-furnished
3352000,4345,4,1,2,yes,yes,yes,no,no,1,no,unfurnished
3351000,3491,4,1,2,no,yes,yes,no,no,1,yes,furnished
3344000,2606,3,2,2,yes,yes,yes,no,yes,2,no,furnished
3340000,4129,3,1,1,yes,no,no,no,yes,0,no,semi-furnished
3336000,4077,2,1,1,yes,no,no,no,no,0,yes,unfurnished
3320000,2528,3,1,2,yes,no,yes,no,yes,3,no,unfurnished
3318000,3698,4,1,1,yes,no,yes,no,yes,0,no,furnished
3315000,4018,5,1,2,yes,no,no,no,no,2,no,unfurnished
3315000,3636,4,4,1,yes,no,no,no,no,1,no,semi-furnished
3310000,2800,3,4,1,yes,yes,yes,yes,no,1,no,unfurnished
3280000,2367,2,2,1,yes,yes,no,yes,yes,1,no,furnished
3268000,5035,3,1,1,yes,no,yes,yes,no,0,yes,unfurnished
3266000,3145,2,4,2,no,no,no,no,no,1,no,semi-furnished
3252000,4331,5,1,3,yes,no,no,no,yes,1,no,unfurnished
3228000,4954,2,1,1,yes,no,yes,no,no,1,yes,unfurnished
3220000,3286,2,4,4,yes,no,yes,no,yes,2,no,unfurnished
3220000,4456,3,1,2,yes,yes,no,no,no,1,no,furnished
3206000,4980,3,1,2,yes,no,yes,no,yes,1,no,unfurnished
3203000,5277,3,2,3,yes,no,no,no,no,0,no,unfurnished
3192000,2209,4,2,3,yes,no,no,no,no,0,no,semi-furnished
3182000,2712,4,2,1,yes,no,no,no,no,0,no,unfurnished
3182000,2574,2,3,1,yes,no,no,no,yes,0,no,semi-furnished
3181000,2798,5,2,1,yes,no,no,no,yes,1,no,semi-furnished
3163000,2906,4,1,1,yes,no,yes,no,no,1,no,semi-furnished
3146000,3357,2,1,1,yes,no,no,no,no,3,no,furnished
3144000,2230,5,1,3,yes,no,no,no,no,3,no,unfurnished
3142000,2348,3,1,3,yes,no,no,no,yes,2,no,unfurnished
3136000,6706,2,1,2,no,no,no,no,no,1,no,unfurnished
3123000,4564,4,1,3,yes,yes,no,no,no,1,no,unfurnished
3093000,3581,3,1,1,no,yes,no,no,no,0,yes,furnished
3088000,4820,4,1,2,yes,no,no,no,no,0,no,unfurnished
3085000,3650,2,2,2,yes,no,no,no,no,1,no,unfurnished
3082000,2630,4,2,1,no,no,yes,no,no,1,no,semi-furnished
3076000,2475,3,4,3,no,yes,no,no,no,1,no,semi-furnished
3061000,2731,1,4,2,no,yes,no,no,no,2,no,semi-furnished
3042000,5026,3,1,1,no,no,no,no,no,3,yes,unfurnished
3025000,4384,4,1,1,yes,no,no,no,no,0,no,semi-furnished
2989000,2224,3,1,2,no,yes,no,yes,no,1,yes,unfurnished
2976000,3977,5,1,3,yes,no,no,no,no,1,no,unfurnished
2952000,3905,2,2,2,yes,yes,no,no,no,0,no,semi-furnished
2949000,1714,2,2,1,yes,yes,no,no,yes,0,no,furnished
2939000,2154,3,1,3,yes,no,yes,no,yes,1,no,semi-furnished
2939000,2666,4,1,3,yes,no,no,no,no,3,no,semi-furnished
2939000,3407,3,2,1,yes,no,yes,no,no,0,no,unfurnished
2924000,2162,5,1,1,yes,no,no,no,yes,2,no,unfurnished
2923000,4581,4,1,2,yes,yes,no,no,no,2,no,semi-furnished
2912000,2671,4,1,2,yes,yes,no,no,no,2,no,semi-furnished
2900000,2366,4,1,1,yes,yes,no,no,yes,0,no,furnished
2892000,2062,2,1,3,no,no,yes,yes,no,2,no,semi-furnished
2843000,3181,2,3,2,yes,no,no,no,no,2,no,furnished
2839000,2645,2,2,1,yes,no,no,no,no,1,yes,furnished
2819000,4154,1,1,2,yes,no,yes,no,no,2,no,unfurnished
2783000,3190,4,1,2,yes,no,no,no,no,0,no,semi-furnished
2775000,3580,3,2,1,no,no,no,no,no,1,no,unfurnished
2766000,3806,3,1,1,yes,no,no,no,no,2,no,furnished
2762000,3337,3,1,1,yes,no,yes,no,no,0,no,unfurnished
2752000,2578,2,1,3,yes,no,no,no,yes,1,no,unfurnished
2715000,3235,2,1,1,yes,no,no,no,no,0,yes,furnished
2714000,4152,3,1,1,yes,no,no,no,no,3,no,unfurnished
2699000,1783,3,2,4,yes,no,no,no,no,0,no,unfurnished
2696000,2817,3,1,2,yes,no,no,no,no,1,no,semi-furnished
2694000,2510,3,1,1,yes,no,no,no,no,0,no,furnished
2686000,2513,4,1,4,yes,yes,no,no,no,0,no,semi-furnished
2658000,3712,2,1,3,yes,no,no,no,no,0,no,semi-furnished
2618000,2665,3,1,1,yes,no,yes,no,no,1,no,unfurnished
2611000,2313,3,1,2,yes,no,no,no,yes,0,no,semi-furnished
2607000,1847,2,1,2,yes,yes,no,no,no,1,no,furnished
2593000,3384,3,1,2,no,no,no,no,no,2,no,unfurnished
2592000,2285,2,1,1,yes,no,no,no,no,0,no,furnished
2586000,2695,4,1,1,yes,no,no,no,no,0,no,unfurnished
2574000,2189,2,2,4,yes,yes,no,no,no,0,no,semi-furnished
2559000,3336,2,1,2,yes,yes,no,no,no,1,no,furnished
2543000,2501,4,1,1,yes,no,no,no,no,1,no,unfurnished
2525000,2067,4,1,1,yes,yes,yes,no,no,2,no,unfurnished
2504000,2473,5,1,3,no,no,no,no,no,1,no,semi-furnished
2500000,3502,3,2,2,no,no,no,no,yes,0,yes,unfurnished
2495000,2034,4,1,2,yes,no,no,no,no,0,yes,unfurnished
2460000,1905,4,1,2,no,no,no,no,no,0,no,unfurnished
2450000,2804,4,2,2,yes,no,no,no,no,0,no,unfurnished
2443000,2716,4,2,2,yes,no,no,no,no,1,no,unfurnished
2418000,2116,3,1,3,yes,no,no,no,no,1,no,unfurnished
2411000,2603,2,2,1,yes,yes,yes,no,yes,0,no,unfurnished
2359000,1811,4,2,2,yes,no,no,no,yes,1,no,semi-furnished
2357000,1912,3,3,2,yes,no,no,no,no,3,no,semi-furnished
2333000,1748,3,1,3,yes,no,no,no,no,2,no,unfurnished
2315000,3493,3,2,3,no,no,no,no,no,2,no,semi-furnished
2301000,4262,3,1,1,no,no,no,no,no,3,no,semi-furnished
2235000,3343,3,2,1,no,no,no,no,no,0,no,semi-furnished
2115000,3843,1,1,1,yes,no,yes,no,no,0,no,unfurnished
2111000,1659,2,1,3,yes,no,no,no,yes,0,no,furnished
2065000,3110,2,1,2,yes,no,no,no,no,1,no,unfurnished
2054000,2054,3,1,2,yes,yes,yes,no,no,0,no,semi-furnished
2047000,1839,3,2,1,no,no,yes,no,no,0,no,semi-furnished
2008000,2526,2,1,1,yes,no,yes,no,yes,0,no,unfurnished
2001000,2378,1,2,3,yes,no,no,no,no,0,no,furnished
1997000,1852,3,1,2,yes,no,yes,no,no,1,yes,unfurnished
1939000,1951,2,1,1,no,no,no,no,no,1,no,semi-furnished
1820000,1840,2,1,2,yes,yes,no,no,yes,0,no,unfurnished
1750000,2378,1,1,1,yes,no,no,no,no,3,no,unfurnished
1750000,3015,3,1,3,no,yes,no,no,no,0,no,unfurnished
1750000,4083,3,1,1,yes,no,yes,no,no,1,no,semi-furnished
