customer_id,gender,age_group,region,product_category,purchase_channel,platform,customer_rating,review_text,sentiment,response_time_hours,issue_resolved,complaint_registered
4424,other,36-45,east,books,online,nykaa,5,Hands down the best. I had a nook for years and rarely used it. I have already read 5 different books on the kindle and it's a much smoother experience.,positive,26,no,no
4425,female,46-60,central,electronics,online,snapdeal,5,great for teen agers and easy to use and set up small enough to take as you travel lots off apps to choose from long battery life as well would buy again and would reckomend this to every one even at a great price as well,positive,32,yes,no
4426,other,18-25,south,electronics,online,nykaa,5,"Hi my name is Stephanie and I teach grades K-8 as a resource room instructor. I help to improve upon my students' reading and math learning goals and skills, and this tablet is great. I recently signed up for a trial membership with IXL, a skill-based website for kids. My students are able to work on their individual skills on this tablet in my classroom, and having it is a good resource. For $50, it is affordable and a great resource to have. Thank you, from Stephanie",positive,39,yes,yes
4427,male,36-45,north,books,online,ajio,2,The battery is having more and more trouble holding a charge. I bought the Fire in July and am now having to charge it every day in order to use it. I am not impressed and would not repurchase it.,negative,23,yes,yes
4428,female,46-60,west,electronics,online,nykaa,3,"I bought a first generation Kindle Fire a few years back, when it was on sale for something like 185.00 and loved it. It took a bit of a beating and I had recently begun to think about buying a replacement. I think that original tablet would probably be more comparable to the Fire HD 10 or something. So my experience with this version is colored by the higher quality first generation model. I also use a Surface Pro tablet as my personal/work computer, so that too probably color my opinion. Out of the box this is lighter than the original. Upon powering up, the original bookshelf carousel is now replaced by a more standard tablet home screen. In terms of processing speed this version feels a little slow. Games I had on the original seem to struggle a bit on the new Fire. Web-browsing is not terrible but is not terribly fast either. In the end, if you want a good e-reader on a budget with a few extra features, this is a great buy. If you're looking for a serious small tablet, you may wish to add a bit more to your budget and get one of the older siblings.",neutral,24,yes,no
4429,other,36-45,east,electronics,online,croma,5,Works great greatest of the year and I love it and it is the best thing ever I want to be the first half of the year before I go to sleep and wake,positive,67,no,no
4430,other,60+,north,electronics,online,flipkart,5,I brought this product and love it it is much faster than the fire stick and works great wit) my home automation,positive,56,no,no
4431,male,36-45,central,electronics,online,swiggy instamart,4,great tablet.just needs a way to disable ads and stuff like that..if you play alot of games you should get the 16gb one.,positive,11,no,no
4432,male,46-60,north,books,online,ajio,5,This is the 4th tablet I have bought for my 10-year-old son over the past few years. He is just rough with the. I made sure to purchase the rubber cover and I am set. There is plenty of space on the tablet for him to keep the fun apps that he likes. He is managing well with it. Glad I purchased it.,positive,15,yes,no
4433,male,26-35,central,electronics,online,lenskart,5,Worked as good as I was hoping. Easy to use and uploads fast,positive,39,no,yes
4434,female,36-45,north,books,online,meesho,4,This reader has everything I wanted except the ability to download books directly. It is extremely easy to read and a perfect size for transport,positive,32,no,yes
4435,female,26-35,central,electronics,online,bigbasket,5,Picture quality is so much nicer than my old reader.,positive,14,yes,no
4436,other,36-45,central,electronics,online,flipkart,3,"I thought I would get the fire as a back up tab for my grand daughters. Well, in my opinion it's a little more confusing to navigate around than just a plain android tablet. So if, like me you are an android lurana566, this is a bit different to operate.",neutral,23,yes,no
4437,male,18-25,south,electronics,online,others,5,Just as advertised. Bought two units for different areas.,positive,38,no,no
4438,other,18-25,west,electronics,online,ajio,4,"The Echo is fun and informative...but it does not have the capabilities of Siri. They say it's a work in progress, we shall see. The voice recognition is ok but it does take multiple tries sometimes.",positive,66,no,no
4439,male,60+,west,electronics,online,croma,4,"Received this tablet as present for young grandson. While I am not an Amazon tablet fan (don't like hybrid operating system), this device meets all the requirements I had hoped for: ease of use, optional micro SD capacity, and plenty of internal memory.",positive,45,yes,no
4440,female,26-35,south,electronics,online,meesho,5,"One my favorite color ..................:.::::.::,",positive,25,no,no
4441,male,36-45,east,electronics,online,boat,5,"I have Sonos. Speaker of echo is not that much better like sonos, but I can talk with Alexa all day. Must have product for single people.",positive,29,no,no
4442,male,46-60,west,electronics,online,flipkart,3,"It's a nice looking cover, will keep the Fire clean, but not particularly safe in a fall. (I have the black one. It is very professional looking.) No padding whatsoever. It does wake the Fire up when opened (and shut down when closed) but that has never been important to me. My problem with all of the cases is that you have to hold the cover out in order to keep the camera clear and it makes clicking the shutter a little awkward. I'd like to see an opening on the front cover that matches up to the opening on the back so you can have it folded in half and still be able to view the subject.",neutral,28,no,no
4443,male,26-35,central,books,online,swiggy instamart,3,"When I first bought it and got it started it wouldn't register my amazon account. I tried making a new account and I tried using my moms account but it would not work so I took it back and had geek squad look at it and they claimed it was defective and exchanged it for another one and the new one works wonderfully, haven't had any issues with it yet.",neutral,63,no,yes
4444,male,46-60,west,books,online,lenskart,1,Too bad Amazon turned this tablet into a big advertising tool. Many apps dont work and the camera is not good.,negative,37,no,yes
4445,female,36-45,central,electronics,online,boat,2,Touch response is not so good. so my kid refused to play games on this.Returned this product. Thanks to Bestbuy for the full refund,negative,15,no,yes
4446,male,60+,central,books,online,facebook marketplace,4,"I purchased the Kindle Oasis because I was growing increasingly tired of the glare and cumbersome size of reading off my iPad. So the portability is great. And of course, I went for the most expensive, because I wanted the extra battery life. And while the length of time it stays charged is nice, charges very quickly, it's still overpriced. I love the non-glare screen, you can literally read this anywhere. But the wifi connectivity is patchy at best. I have to go upstairs in my home and stand close to the router for the Oasis to connect, this is very annoying. Wouldn't be a big deal if I only read from this one device. But I read from another and picking up where I left off is a pain most times. Non of my issues are really a big deal, but for $300 I don't feel like I should have any issues.",positive,17,no,no
4447,male,26-35,east,electronics,online,paytm mall,5,i bought this and i really enjoy using it. fits my needs.,positive,40,yes,yes
4448,female,26-35,central,electronics,online,boat,4,This product works the same as the firestick but is suppose to have 4K and better quality. To be honest it looks the same on our 70 inch 4K tv. This product does not come with the cords to hook it up. So you need to buy an hdmi cord and an Ethernet cord which adds to the cost. But I do love the Amazon product compared to other devices.,positive,55,no,yes
4449,other,26-35,east,electronics,online,paytm mall,5,"Amazon has been the leader in this space of voice recognition and with the AWS engine behind it, there's a lot of opportunity for development, both from the community as well as Amazon. Naturally they favor interaction with services they sell, so others will need to build links to others, but the development environment seems to support a lot of innovation already. The price of this TAP was outstanding, adding it to my existing ECHO and now considering a DOT.",positive,43,no,no
4450,male,46-60,central,electronics,online,myntra,4,Very good access to multiple venues. Cheap and easy to use.,positive,67,yes,no
4451,male,36-45,north,books,online,croma,2,It's silly these aren't provided with the purchase of a Kindle. Super expensive.,negative,40,yes,yes
4452,female,26-35,north,electronics,online,nykaa,5,"This is an awesome tablet, fast, great HD display and has all the apps I need for personal entertainment. If you look for a great tablet for entertainment, surfing the net, or reading your e-mail, this is the best you can have. I also purchased a 128 GB SanDisk Ultra Plus memory card. I strongly recommend it, not for work but its great for entertainment.",positive,57,no,no
4453,male,46-60,east,electronics,online,croma,3,good product but very hard to customize like real androids. Can not install firefox or other SW that Amazon deems a competition...too bad,neutral,63,yes,no
4454,female,26-35,central,electronics,online,others,3,"For $50 this is a fine tablet, However I bought a 64gb SD card to expand the storage, however i have found that a majority of apps are not able to be saved to the external card , nor can they save data to it (for example Netflix). So be warned that you will run out of space and consider the one with the larger internal storage.",neutral,31,no,yes
4455,female,36-45,south,electronics,online,amazon,1,Bought it on thanksgiving night just opened pkg and the screen is crushed. Haven't been able to take it back but was told when I called in that they might not have any in stock.,negative,12,yes,yes
4456,other,46-60,south,electronics,online,flipkart,5,They were using them on Christmas morning!! It didn't take them long too be getting the best from those tablets,positive,52,no,no
4457,male,26-35,west,electronics,online,lenskart,3,"This certainly isn't the most impressive device out there, but at $40 it is a fantastic value.",neutral,28,yes,yes
4458,female,60+,central,electronics,online,flipkart,5,"Tablet is nice for simple use and is slim and light, good for browsing through emails and watching videos, tablet is a bit small for gaming but it will do everything else excellent.",positive,58,no,yes
4459,other,18-25,east,electronics,online,croma,5,Perfect for a graduation gift when you are unsure of what the person finds interesting.,positive,44,yes,no
4460,female,46-60,north,books,online,nykaa,5,"Compared to all other 7 inch Tablets, this Amazon Fire Tab just outperforms them by miles. And yes you can add the Google Play Store without rooting the device.",positive,69,no,no
4461,male,18-25,east,electronics,online,facebook marketplace,5,"This is a great value for the money. It is easy to use and has a lot of great features . In addition to the ability to read books on it, I can listen to music; play games and use it as a camera. It is a great value for the money. The screen is large enough to make reading easy.",positive,63,yes,yes
4462,female,46-60,south,electronics,online,snapdeal,3,"It is a nice, cheap, small tablet to keep around for vids, Fire TV remote, etc.",neutral,69,no,yes
4463,male,46-60,west,electronics,online,zepto,5,"bought this as a gift so i can't speak on how it functions. however, i researched all kinds of tablets online before purchasing this and it was a great deal",positive,59,yes,no
4464,female,26-35,east,books,online,meesho,5,Upgraded from my old Kindle keyboard. I love the ability to adjust brightness and font. I have small hands and this is not too big to hold in one hand. I was able to change the page turning buttons for left handed use. The charging cover last a long time. I wish there were more colors to choose from.,positive,22,yes,no
4465,female,18-25,east,books,online,flipkart,5,"For a reading device, you cannot do better than Kindle. And, if you're going to get a Kindle, get the Paperwhite as the lights on the screen are worth the extra cost over the base model. You will NOT regret it.",positive,61,no,no
4466,other,18-25,central,books,online,myntra,5,"I love my Kindle. If you're a bookaholic like me, there is no cheaper way to read. Once you've made your initial investment, there are literally hundreds of books available for free, or 99 cents and other low prices. Subscribe to a service that notifies you of these deals and you're all set.",positive,56,no,no
4467,other,60+,east,electronics,online,nykaa,1,"Echo simply did not do anything it was advertised to do. Basic weather was sporadic and more detailed questions resulted in ""Cannot find response"".",negative,17,no,yes
4468,male,18-25,central,electronics,online,croma,5,Got a present for sister who's not very technically inclined. Setup was a breeze and she was surprised/scared at what it could do right out of the box!,positive,44,yes,no
4469,female,46-60,south,electronics,online,croma,5,Easy to setup and easy to use. It was a gift and my husband loves it,positive,7,no,yes
4470,female,36-45,central,electronics,online,bigbasket,5,"This is a fun and helpful device. Alexa can answer almost anything you ask her; if she can't - reword your question and try again. I use her for weather, sports, music, mileage, and much more.",positive,51,no,no
4471,female,18-25,central,electronics,online,nykaa,3,"I bought this when it was on sale, and my rewards coupon was expiring so I felt I didn't have much to lose. Overall, this tablet is a good value, but you have to be careful about certain aspects.The tablet is really fast for something in this price range. The screen has pretty good resolution as well. There is no Bluetooth connectivity so keyboards and wireless headphones won't work with it.The app store is the Amazon app store. I side loaded Google Play and am getting my apps from there (YouTube helpful for instructions). The lock screen is an Amazon billboard. The default search is Bing instead of Google. I haven't figured out how to fix that yet. I just use the Google app to search Google. You can load the Chromecast app from Play, but it is hit or miss as to whether it works. It works for YouTube and Flixter, but it doesn't work for any Disney Apps (Watch ESPN, Watch ABC, etc.). You can cast the screen and view things that way, but the resolution is limited to the resolution of the tablet's screen.I think it was a good deal since it was cheap, and I can now watch my Prime Movies on it. Still, it's not the tablet you would expect from an Android device. My satisfaction would improve greatly if Chromecast worked better.",neutral,19,no,no
4472,male,46-60,east,electronics,online,others,1,So slow returning mine for something different any suggestions,negative,16,yes,yes
4473,other,36-45,south,electronics,online,flipkart,5,Purchased for using Freetime with three year old. So far so good. The three year old is able to use and enjoys. Did get the amazon case.,positive,26,yes,no
4474,male,60+,south,electronics,online,bigbasket,4,"I'm not super thrilled with the proprietary OS on this unit, but it does work okay and does what I need it to do. Appearance is very nice, price is very good and I can't complain too much - just wish it were easier (or at least more obvious) to port new apps onto it. For now, it helps me see things that are too small on my phone while I'm traveling. I'm a happy buyer.",positive,9,yes,no
4475,female,36-45,south,electronics,online,jiomart,4,It was pretty cheap and you can surf the web. a good buy for the bucks.,positive,58,yes,no
4476,female,36-45,south,electronics,online,shopclues,3,"This is an OK tablet for the price. Does is able to do a lot of things like a more expensive tablet, but I find it to be slow. I bought it mainly as a reader, so am not to concerned about the other apps, etc. Is handy to carry in a purse for reading on the go. I have hooked it up to public wifi and seems to work OK, did not do much as don't know if any security there.",neutral,33,no,no
4477,other,60+,east,electronics,online,paytm mall,3,"Good for watching movies offline but not so good at internet. I also have problems with it deciding I don't have the SD card in and have to take it out and put it back in. Very frustrating!!! The first one I had didn't know the SD card was there after shutting it off. They were great about sending me a new one but now I have to call them back and tell them what is going on now. I prefer to use my old Android tablet. It also won't let me remove the password or I have to take off the free time. I have to call them and see what I can do about that. It is for her and not really for me anyway. Why do I have to have a password for everything? Not too impressed but a really good buy. The ads, when you turn it on, don't bother me at all and was worth saving the $20.",neutral,51,no,yes
4478,other,36-45,south,books,online,myntra,4,This is a vvery good device that serves its purpose extremely well and a at aprice thats afforadable and well worth it i would recomend it to friends and family,positive,67,no,no
4479,female,18-25,north,books,online,lenskart,4,This Kindle is great. Customer service rep for technical questions---not so much.,positive,36,no,yes
4480,female,18-25,central,books,online,shopclues,5,Love the Kindle Paperwhite. So convenient to take everywhere. Especially to the beach!,positive,48,yes,no
4481,other,36-45,east,books,online,zepto,2,"Hard to use, Lots of ads, and Randomly closes apps",negative,16,yes,yes
4482,female,18-25,north,electronics,online,swiggy instamart,5,I got this tablet for my cousin and she loved it.. My kids already had one so i knew she love it.. they are great for kids all ages my youngest got hers when she was 4 and she is 7 now and its still going lol.. she has dropped it and everything they are great tablets I have nothing bad to say about them..,positive,9,no,no
4483,male,46-60,east,electronics,online,boat,5,I love it .......................................,positive,16,no,yes
4484,other,36-45,south,electronics,online,flipkart,5,This is a entry level ereader that only allows you to read in the day...you will not be able to read in the dark,positive,4,no,no
4485,other,18-25,west,electronics,online,ajio,5,Amazon Fire TV works great. Picture and streaming is fantastic.,positive,19,yes,no
4486,male,46-60,south,electronics,online,amazon,5,It's very entertaining and provides instant information.,positive,35,yes,no
4487,other,60+,east,electronics,online,tata cliq,5,"Best device ever, don't' use my Bose radio any more",positive,40,yes,no
4488,female,46-60,west,books,online,shopclues,5,Smaller overall size with the same screen size of our older kindle fire. Faster processor.,positive,34,no,no
4489,other,60+,south,electronics,online,snapdeal,5,I would recommend this streaming device for anyone trying to cut cords and save money.,positive,68,yes,yes
4490,female,36-45,south,electronics,online,reliance digital,3,"I have a hard time navigating the menus and use is not intuitive,",neutral,18,no,no
4491,male,36-45,west,electronics,online,snapdeal,4,I have about every single streaming player on the market. This one is not better or worse than the others. I got it only for using 3rd party apps. For that it works flawlessly! If you need a streaming device this one will fit the bill.,positive,12,no,yes
4492,female,46-60,central,electronics,online,snapdeal,5,"When I purchased the Tap I thought it was a portable speaker for the echo. It's actually it's own device. Yes, it's portable, can operate wireless.It does work with the same ""alexa"" set up. The Echo operates with no handsyou can simply speak to Alexa. The tap has a microphone button you need to hold down to speak to Alexa. Great sound quality. Rechargeable base unit.",positive,6,yes,yes
4493,male,60+,central,electronics,online,swiggy instamart,5,"I wanted a tablet quickly on limited funds.I not only got one but I got a very good one and with the addition of more storage space, it was justwhat I needed.",positive,33,yes,no
4494,male,46-60,west,books,online,flipkart,5,"I have owned several Kindles over the years, and this one is the best yet. The contrast and clarity is improved over the already-good Paperwhite 2. I like the page turn ""buttons"" on the bezel as well.",positive,52,no,no
4495,other,36-45,central,electronics,online,reliance digital,5,Great piece of equipment. Created rings around Apple TV. With Kodi install ....the best ever!,positive,25,yes,no
4496,female,60+,south,electronics,online,nykaa,5,Nice to have around house.May options to using this unit.,positive,24,no,no
4497,male,18-25,north,books,online,myntra,5,I've used this for almost a month now. Excellent reading experience. It has adjustable brightness too. Doesn't strain the eyes even when reading in the dark.,positive,25,yes,yes
4498,female,18-25,east,electronics,online,ajio,5,Gave to my great nephew. 2.5 yrs old. He loves it and his father no longer has to turn over his phone to his son.,positive,48,yes,no
4499,male,18-25,north,electronics,online,swiggy instamart,4,We bought several for our employee party. I liked it so much I bought one for myself.,positive,28,no,no
4500,female,60+,east,electronics,online,croma,5,I purchased this device for the text-to-speech function which is does well.,positive,47,no,no
4501,other,46-60,central,electronics,online,croma,5,This tablet was purchased for a 10 year old but anyone could benefit from it. Very easy to use. Processing speed is good for a bargain tablet. Battery lasts a long time. Overall a great starter tablet.,positive,38,yes,yes
4502,female,36-45,central,electronics,online,swiggy instamart,4,"Easy to use, simple interface and the right size for quick and easy web surfing and movie watching",positive,6,yes,no
4503,male,46-60,south,electronics,online,others,5,This tablet is better than any other tablet of the same cost range. My son saved up to buy his own tablet and had similar priced tablets break or have software issues. This tablet has a nice quality screen and it is nice to be able to not be forced to do everything through Amazon despite it being an Amazon tablet. The option of a Best Buy replacement plan is handy when getting the tablet for kids.,positive,20,yes,no
4504,female,60+,central,electronics,online,others,5,"This tablet has it all. Amazon offers tons of free apps, hundreds of thousands of free e-books and tons of free games. The tablet is intuitive and intelligent. I seamlessly enjoy streaming my favorite shows and reading articles, books and periodicals. What I love most is that the tablet doesn't place all apps on the device, but uses the users miro SD card instead for up to 200GB of additional storage for a dizzying amount of storage for more games, apps, books and movies that can be downloaded and enjoyed. It also allows the owner to share the device with family members, delegating each member an account personalized and tailored to that individual. There is even an option to create children's accounts--extra bonus. I am able to mirror the content from the tablet onto my Samsung Smart television. I will definitely consider Amazon first and foremost when making any future tablet purchases. It maintains a charge for a good deal of time, alleviating the need to be near an outlet to enjoy using it. I can charge it in the evening and use it for several hours the next day, sometimes two days. No one will ever create a tablet that is more considerate of the owner/end-user.",positive,30,no,no
4505,other,26-35,south,electronics,online,swiggy instamart,5,"works great easy to get connected and running, have not had any issues with buffering",positive,10,no,no
4506,other,36-45,west,electronics,online,shopclues,1,The sound quality of the speaker in my opinion is not worth the extra cost versus a Echo Dot. I could spend the difference on a separate speaker to use with the Dot and also have the flexibility of using that speaker elsewhere.,negative,66,yes,yes
4507,female,36-45,south,electronics,online,nykaa,4,The Amazon Fire 7 inch turned out to be a good deal. The screen resolution is better than I thought. The battery is very good.,positive,51,yes,no
4508,other,46-60,central,electronics,online,tata cliq,5,"Size is perfect for little hands, Great features and excellent reviews. Great amount of space needed for use.",positive,59,yes,no
4509,female,46-60,west,electronics,online,facebook marketplace,5,Purchased this device for my son and really enjoyed it. Ended up buying another after a day of using the device.Pros:- Fast boot time- Clear & sharp display- Long battery life- Light weightCons:- Adds on lock screen- Inability to remove apps from the home screen (Can only move them to a folder)- Screen shows more fingerprints then say an Ipad or Nexus deviceOverall this has been a great device and hasnt had any issues. I play Game of War on the device and watch Hulu/Netflix for the majority of my use. For an Ebook is it smaller but does the job.,positive,40,no,yes
4510,male,18-25,central,books,online,nykaa,5,Works fine for me.,positive,54,no,no
4511,other,46-60,south,books,online,bigbasket,3,"I was not a fan of the Amazon type operating system that is on the tablet. Ended up taking it back because it was not what I wanted, not as easy and supportive of games and apps as an Android tablet.",neutral,4,yes,no
4512,female,18-25,east,books,online,others,5,"Awesome.. Everything I need and more. I'm very happy with the tablet.I'm very happy.Thank you,Kathleen Stroyek",positive,59,no,no
4513,female,60+,north,electronics,online,croma,4,Purchased as a gift. They absolutely love it! Great for beginners,positive,67,yes,no
4514,female,60+,south,electronics,online,paytm mall,3,"I love these Tablets, but the charging ports aren't the best. I bought 3 for Christmas and my kids take excellent care of them. I also do NOT them touch the tablets while they are charging. They have only had their tablets since Christmas day and they won't charge. I highly recommend getting the protection warranty for this item.",neutral,12,yes,no
4515,other,46-60,west,electronics,online,jiomart,5,Bought the Kindle for my grandkids they just love they play with it all the time they use it to read books play games they just love it,positive,16,yes,yes
4516,other,36-45,central,electronics,online,paytm mall,5,We really like this tablet. It has everything we need already installed with our purchase .,positive,70,yes,no
4517,female,18-25,central,electronics,online,meesho,4,I purchased the fire 7 almost one year ago. It is a very good tablet for the money. Screen resolution isn't the best but is adequate. But at this price point I am not complaining. WiFi seems to have slowed a bit since when it was new and I dont have many apps and I do clear the background tasks. That being said it is faster than my previous fire HD 2012 generation. Cameras are so so but I don't use them often if at all. Having the micro SD slot is great. Amazon does a great job of automatically up dating the OS. I just received the Alexa update yesterday. Pick this tablet up on Black Friday oor an even better deal!,positive,17,yes,no
4518,other,18-25,north,electronics,online,nykaa,5,"I gave this as a Christmas gift to my inlaws, husband and uncle. They loved it and how easy they are to use with fantastic features!",positive,17,no,no
4519,female,26-35,south,electronics,online,flipkart,4,Very good when using with vivant. Also good when you want need to know something like the weather.,positive,11,no,no
4520,other,18-25,central,electronics,online,swiggy instamart,5,"Easy to setup, and install. Only took a few minutes to hookup and watching movies. Simple to use, and navigate.",positive,5,no,no
4521,male,26-35,north,electronics,online,myntra,4,I love this item because I just love all electronics,positive,65,yes,no
4522,other,18-25,east,electronics,online,tata cliq,5,This was purchased on Black Friday as an impulse buy and we absolutely love it! It was a great price and the size of the tablet is perfect. It works great!,positive,50,yes,no
4523,female,46-60,east,books,online,reliance digital,2,"Hi,I ordered this for my daughter who has an extensive liking of tablets. She didnt like it because of lack of google play services and she didnt have the patience to work with it. I knew that the os is only amazon specific but despite the apps that can be downloaded, she was disappointed. I returned it.If you are an avid amazon person, the tablet works great, if you want a google tablet, this isn't for you. I would recommend these for people that want a good decent tablet that they can read and use amazon apps on.",negative,36,no,yes
4524,female,18-25,north,electronics,online,swiggy instamart,3,For the price is good. But you have a lot of offers from Amazon on your main screen without even asking for it. Does not accept googlecast. The case for the tablet is too expensive. Well for basics it works fine,neutral,53,no,no
4525,other,18-25,central,electronics,online,meesho,3,"Price is low, but OS is lacking unlike other brands it doesnt come with a decent charger. To refill battery you have to charge it overnight.",neutral,22,no,no
4526,female,18-25,east,electronics,online,croma,5,"It's fast and pictures are very clear,love it glad I bought it.",positive,34,no,no
4527,female,60+,central,electronics,online,tata cliq,5,"Happy The Fire TV, Have had no issues, Like another way to use Alexa.",positive,9,yes,no
4528,other,46-60,east,electronics,online,shopclues,4,I enjoy this product. I wish it did more. It was a Christmas gift for my spouse and they enjoy it.,positive,43,yes,no
4529,other,60+,west,electronics,online,swiggy instamart,3,"Its a good tablet, screen is kind of weird but it does its job. I wish the it had more memory but for the price, I can't expect to much for a inexpensive tablet. But what I do love is that all the apps are free so that's a #SCORE. Great for kids",neutral,18,no,no
4530,female,18-25,central,electronics,online,tata cliq,5,"Bought three of these for a 4, 6, and 10 year olds. I am so glad that it is so simple to use. They love that the can easily find books and games that suit each of their interests. For $34.99, it was so worth it.",positive,24,no,no
4531,male,36-45,west,electronics,online,reliance digital,5,"I bought the Kindle Fire mostly for use as an MP3. As a Black Friday deal of only $24.99, couldn't beat it. So far, it is working great as an MP3. I was able to download songs and playlists from my computer. Purchasing games and books have also been easy.",positive,9,no,no
4532,male,46-60,east,electronics,online,zepto,4,"Bought this tablet for my wife and she likes it. She plays a few games, checks her email, and goes on Facebook. High end users would not be satisfied with this tablet but overall an excellent value.",positive,65,yes,yes
4533,other,18-25,west,electronics,online,boat,5,This is an excellent tablet for reading and playing games.,positive,26,yes,no
4534,female,18-25,north,electronics,online,paytm mall,4,"This Amazon Fire has some nice features that my old Kindle Fire HD did not, like a camera and microphone for video chat. I wish that its keypad would do swiping, though. I miss that and am not as happy with the autofill on this model. Overall, though, it operates well. The browser could be a little faster.",positive,21,no,no
4535,male,60+,east,electronics,online,others,5,Streams much better than smart tv does. Well worth it,positive,1,no,yes
4536,female,18-25,east,books,online,ajio,5,"Love the ease to use,the back light, and the size. Previous kindle died after 10 years was worried I would not like the changes but now I read even more because of the ease of using and light.",positive,49,no,no
4537,female,26-35,north,electronics,online,swiggy instamart,5,"A viable substitute for the more expensive I Pad especially for kids wanting a tablet. You can download books, games, email and access the internet. Parental controls are easily enabled.",positive,67,no,yes
4538,other,26-35,north,electronics,online,meesho,5,"I have the firestick but once purchasing this firetv, the firestick is now in a spare room and the firetv is my main device downstairs. It's very quick with minimal lagging. If you have a decent IP you will be very satisfied with this product!",positive,58,yes,no
4539,female,18-25,south,electronics,online,lenskart,5,"A must have for music lovers. Alexa has enabled me to play Amazon prime music as well as Pandora, etc. I love the hands free operation. I am learning how to use Alexa to find out information and other new things. LOVE it.......",positive,1,yes,no
4540,female,36-45,east,electronics,online,ajio,1,"So I was already not too pleased with Amazon's choice to only include an essentially useless charger when purchasing a kindle hd, and caved to ordering the fast charger so it would not take hours of non-use to recharge. For 20 you don't even get a full charger, just an adapter to put on to the cord they already gave you. Amazon please just charge the real price for the device instead of settling to slowly rip people off with essential accessories, this sort of thing cheapens your image and erodes loyalty.",negative,23,no,yes
4541,other,26-35,east,books,online,others,4,I've not really been a reader in the past. I thought maybe I'd enjoy reading at the beach and so I tried my tablet. It blew. I couldn't see the screen. It had a glare. The Ereader has been great and I'm reading more than at the beach now. It works well. No issues. Wish it was waterproof/sandpfoof,positive,34,yes,no
4542,female,26-35,west,electronics,online,amazon,3,Easy to download apps and nice to watch movies and my daughter loves it,neutral,43,yes,no
4543,other,36-45,east,electronics,online,others,5,It is just like reading a book only it's way more convenient! The background has the same look as the pages of a real book.,positive,22,yes,no
4544,other,26-35,west,electronics,online,amazon,1,"I got this tablet for Christmas and only used it for one day. The next day I could not use it, it keep glitching. When I got it, the box was opened and it had an inspect sticker on the box, I guess that is what Best Buy does. I think someone switched it out. I took it back to Best Buy to see if someone could fix it and they said it would be $200 to fix or call Amazon. Why would I pay $200 to fix a tablet that was $40. Amazon is replacing my defected one for free after many attempts to fix it.",negative,37,no,yes
4545,other,36-45,south,electronics,online,jiomart,4,"Bought for a 7 yr old. Very light weight which is nice, has sufficient memory. Would be nicer if you didn't need an amazon account to set up.",positive,41,no,no
4546,male,46-60,central,electronics,online,meesho,4,I like the Amazon Tap. I use it as a speaker in my garage for working out. It is tied to my Amazon Echo. I am able to use Alexa and Amazon Prime material. Would highly recommend.,positive,68,yes,no
4547,female,26-35,west,electronics,online,croma,5,Awesome for young and old can work anywhere hooks up everywhere and kid friendly,positive,53,yes,no
4548,female,60+,east,electronics,online,myntra,4,great value for the pricing...black friday special,positive,31,no,no
4549,male,46-60,central,electronics,online,tata cliq,4,"For the money this is an exceptional value. Not the best tablet out there but it is the ""best"" for the money!",positive,56,no,no
4550,other,36-45,central,electronics,online,croma,4,"I have tried the Roku and Vizio streaming boxes, and Fire TV blows them away. I have also tried several streaming sticks. The Fire TV box is more responsive, has a higher quality remote, and Alexa adds fantastic value with speech commands that are fantastically integrated. For those wanting to utilize 4k streaming this is a great start with small investment.",positive,10,no,no
4551,other,26-35,north,electronics,online,jiomart,5,"I actually bought this one for a friend as I already have one. She reads all the time, and I told her this is what she needed. I'm not even sure she has taken advantage of all the other options that come with it but she loves it for reading her books. She is an older lady so I help set it up for her and have not had to help her do anything else. She has been able to navigate thru it with no other help. Greatest gift I could have given her.",positive,20,no,yes
4552,female,60+,central,electronics,online,paytm mall,1,I bought this to use with a particular app but wasn't able to install them so I returned the tablets.,negative,56,no,yes
4553,other,46-60,north,electronics,online,tata cliq,4,I like the ease of setup and the apps available in fire tv.,positive,32,yes,no
4554,male,26-35,north,electronics,online,paytm mall,5,I would recommend this buy. Better than the firestick.,positive,70,yes,no
4555,male,36-45,west,books,online,flipkart,3,"As an OEM replacement, I suppose its worth a bit more but this price is excessive. A similar product for my Amazon fire was purchased at Walmart for about 3",neutral,54,yes,yes
4556,female,18-25,central,electronics,online,meesho,5,Easy to download app & set up. Pairs perfectly with the Philips Hue.,positive,11,no,no
4557,female,36-45,north,electronics,online,boat,5,"Bought for my niece's 6th birthday, and it was her favorite gift. She really enjoys it.",positive,32,yes,no
4558,male,36-45,north,electronics,online,facebook marketplace,5,"My wife had a Nook that she loved, but it broke. The least expensive ones are more than I wanted to spend and I came across the Fire. Excellent price for a Android based tablet (with the Fire OS) and reader. With a simple 'hack' you can install the Nook app so you can keep any previous Nook books as well as using the Amazon book store. She loves it! Being Prime members, she also uses it for video.",positive,65,yes,no
4559,male,60+,west,electronics,online,nykaa,5,Enjoying my Amazon Tap portable Bluetooth and Wi-F Speaker. It's everything I thought it would be an MORE!,positive,37,no,no
4560,other,26-35,north,books,online,others,4,So happy to find this item in store--salesman made sure the price was lowest possible.,positive,39,yes,no
4561,female,26-35,north,electronics,online,lenskart,4,"I tested this item before I gave it as a gift. It is simple enough for the needs of browsing, social media and entertainment. Definitely best price for simple needs compared to spending $100s on an iPad",positive,49,yes,no
